Label,Text
NEUTRAL,"For those who declared the #FarmersProtest to be over last night 👉 
Live Scenes from Kisan Mahapanchayat at Muzaffarnagar https://t.co/PKjCPDJnvG"
NEUTRAL,"WATCH: Massive turnout at the Muzaffarnagar Maha Panchayat, Western Uttar Pradesh. This, called in support of the farmers agitation. 

Courtesy @pranshumisraa #FarmersProtest #ghazipurborder #RakeshTikait https://t.co/RzVVg7XPzA"
NEUTRAL,"Watch | Massive crowds gather at farmer’s mahapanchayat in west UP’s Muzaffarnagar town, called in support of Bharatiya Kisan Union’s Rakesh Tikait

#FarmersProtest https://t.co/iPacNCi97N"
PF_AG,"Honouring Rakesh Tikait Ji for standing strongly for farmers rights

DSGMC Langar is still on at all borders &amp; we assure our maximum &amp; continued support to Farmers protest

#RakeshTikait  #ManjinderSinghSirsa #kisanektazindabaad #IStandWithFarmers #farmersprotest #tractor2twitter https://t.co/Pp4MrFDkmP"
NEUTRAL,"Lathicharge or Mob lynching? 

#SinghuBorder #FarmersProtest https://t.co/B6bWuwASyK"
PF_AG,The storming of #RedFort &amp; violence at #SinghuBorder are well orchestrated &amp; coordinated conspiracies by BJP Govt. It is increasingly becoming evident that they want to disunite &amp; discredit #FarmersProtest .
NEUTRAL,"Shot this right now at the #ghazipurborder protest site. 

#FarmersProtest https://t.co/huGsRoHciF"
NEUTRAL,"""Haven't taken a bath in 5 days, struggling for hygienic bathroom facilities. But we will not leave from here,"" says a female protester. 

NDTV's Parimal Kumar speaks to women and young girls who are protesting at Tikri border | #farmersprotest https://t.co/RptdFyuyVY"
PF_AG,Fumble Harmers #FarmersProtest https://t.co/eCMKgeio2S
NEUTRAL,"Tension at #SinghuBorder (Delhi-Haryana border): Tents uprooted, stones pelted amid heavy police deployment

NDTV's Arvind Gunasekar reports from the protest site | #farmersprotest https://t.co/bs6ywEgtiL"
NEUTRAL,"No one will talk about this. This is how so-called farmers using the sword to attack our Jawans 

#FarmersProtest #SinghuBorder https://t.co/7IoM6WAfdv"
NEUTRAL,"#FarmersProtest | Stones thrown, tents vandalised by people at farmers' protest site #SinghuBorder 

Live coverage on NDTV 24x7 and https://t.co/Fbzw6mR9Q5 https://t.co/zHDXrJHHt1"
PF_AG,"Can you guess what's going to happen next ? Panauti with Dakait. 😂🤣

#farmersprotest 
#राकेश_टिकैत_ब्लैकमेलर https://t.co/ZTb7sv4xot"
NEUTRAL,"LIVE visuals | Reports of stone-pelting, tear gas shelling at #SinghuBorder. Group of people dismantle farmer tents at protest site.

Stay with NDTV 24x7 for live updates on #farmersprotest https://t.co/WTQhxr75FN"
PF_AG,"""Farmers are out on the streets protesting for months, are you not their PM?"": RJD leader Tejashwi Yadav lashes out at Modi government 

#FarmersProtest https://t.co/I3cAzkcte7"
PF_AG,"""Attack on the farmer is an attack on the country. Dear Prime Minister, do not weaken the country,"" tweets Congress leader Priyanka Gandhi Vadra

#FarmersProtest #Farmer https://t.co/r706ltzXYq"
NEUTRAL,"At #GhazipurBorder I meet #RakeshTikait whose tears may be the rejuvenator of #FarmersProtest. Refuses to accept any mistakes by farmers, calls #DeepSidhu a BJP guy, says he wants to resume dialogue with government. That story coming soon to @themojostory  with @muskanagpal https://t.co/39ZhTyheTx"
PF_AG,"""BJP is calling farmers names, such as 'gaddar' (traitor). Why are they stooping so low?,"" says Delhi Deputy Chief Minister Manish Sisodia to NDTV's Akshay Dongare at #ghazipur border

#farmersprotest https://t.co/xAXMnq65Gi"
NEUTRAL,"""We're not angry at the police, but we won't tolerate elected representatives or members of political parties lathi-charge on farmers,"" says farmer leader Rakesh Tikait of Bharatiya Kisan Union to NDTV's Akshay Dongare at #ghazipurborder

#farmersprotest https://t.co/jobJsXqm9P"
PF_AG,In the #FarmersProtest truth is the first casualty. Those who pledge to speak truth to power are the first to speak lies to the nation. Some get caught &amp; are punished. Others get away &amp; stealthily add to the epidemic of #fakenews
NEUTRAL,"#FarmersProtest: Huge crowd of farmers at Ghazipur border, RLD leader @JayantRLD arrives to meet Rakesh Tikait and other farmers. https://t.co/u3FUFGwANP"
PF_AG,"#Anarchists haven't given up yet, only licking their wounds. #FarmersProtest not resolved yet. Take care that you don't brand all #Sikh farmers as Khalistanis. Don't ridicule ppl like Tikait who may use it to instigate farmers. These poisonous ppl will fall by their own excesses"
NEUTRAL,"“On the day of the protest and high action, several reports were emerging from the ground... it was only natural for journalists to report the details as they emerged. “ Editors Guild strongly condemns FIRs against journalists on reportage of #FarmersProtest on 26 January https://t.co/N9UDOcO1Us"
NEUTRAL,"#FarmersProtest enters day 64 on the borders of Delhi and day 127 in Punjab. 

1. The strength of Ghazipur Morcha has increased by 3 times since last night. Lot of contingents have reached early morning. Will update on locations from where they arrived"
PF_AG,"What reporters on ground have to face because of misleading coverage by most (not all) TV media, @ShinjiniG writes. #FarmersProtest https://t.co/bTsoB8qH3i"
PF_AG,"Salute UP farmers for foiling the Modi-Yogi tactic of crushing the farmers' resistance by manipulating public perception, mobilising BJP supporters and unleashing repression. With UP &amp; Bihar joining Punjab &amp; Haryana, farmers are destined to win. #BiharHumanChain
#FarmersProtest"
NEUTRAL,Who is Rakesh Tikait? The man whose tears turned the tables for #FarmersProtest. @AdityaMenon22 writes on the profile and politics of Tikait junior and senior. Must must read.  https://t.co/01ALLwXTuv
NEUTRAL,"Farmer leader Rakesh Tikait’s teary-eyed video goes viral. Farmers come out in huge numbers from villages of Haryana, Punjab, western Uttar Pradesh to join protest at Delhi borders.

NDTV’s Mohammed Ghazali reports

#FarmersProtest #TractorRally https://t.co/eRvqaDG32M"
NEUTRAL,"“Tractors will come back again,” says farmer leader Rakesh Tikait of Bharatiya Kisan Union to NDTV’s Saurabh Shukla

#FarmersProtest #TractorRally https://t.co/FWHCyKcQVA"
PF_AG,"All these Indians who are vocal in supporting #Farmerprotest in Delhi stay quite when it comes to Kashmir. In #Kashmir No such protest is allowed by Indian Gov. anytime #Kashmiris come out, they are showered with Pallets and Bullets and then mass arrested and tortured at night."
PF_AG,"Nobody mess with kaurs and bibijis 💪🏾 

#FarmersProtest #kisanandolan https://t.co/uWyYwkaR0Y"
PF_AG,"Bole So Nihal 
Sat Shri Akal 

If Jaikara is roared by Sikh regiments while protecting Indian borders then they r patriots, if farmers roar this during protest then they r terrorists.

What a double standard?
#standwithfarmerschallenge⁠￼⁠  #FarmersProtest #FarmerProtest #Sikh https://t.co/OWZrVhAGdX"
PROVOKING,"So now what? Are all these separatists too? Oh , let me guess half of north India wants a separate state according to some morons’ logic. #FarmerProtest 
#FarmersProtest 
#standwithfarmerschallenge https://t.co/mqNZ8yV4Nb"
PF_AG,"Who is Barkha Dutt? @BDUTT She calls herself journalist but she worked as a DALAL in political scams. Her name came up in Nira Radia tapes in 175,000 Crore Rs spectrum scandal. Sanghi Kangna @KanganaTeam and Barkha defaming #FarmerProtest https://t.co/vvM31Mthnw https://t.co/tCTlw6nsYZ"
PF_AG,Brampton Protest in support of farmers. #farmerprotest #farmersprotest #StandWithFarmerChallange https://t.co/2LhWydTOA8
PF_AG,"a little louder for the people in the back 📢📢!!!

#istandwithfarmers #punjabifarmersprotest
#dillichalo
#farmersprotest https://t.co/nhnSqQ89uD"
PF_AG,"#India:  A young farmer turns off a police water cannon &amp; is charged with 'attempted murder'.

The #farmersprotest are against new laws that will reduce earnings &amp; give more power to corporations 

1. https://t.co/POGRjVpQ8L

2. https://t.co/UIDo2tQF3e

 https://t.co/jdNHWgEO2i"
PF_AG,"Farmers Protest✊🏽

#india
#farmersprotest 
#oppression 
#farmersuicidesindia https://t.co/m8hBuMiflo"
PF_AG,"#Brampton is home to one of the largest populations of #Indians outside of India.

Recognizing the #farming background of many Bramptonians, I seconded a motion by Cllr. @gurpreetdhillon affirming @CityBrampton's #support for #IndianFarmers during the #FarmersProtest last month. https://t.co/FMmMTwV13T"
PF_AG,"Congress to launch its social media campaign #SpeakUpForFarmers tomorrow 

#FarmersProtest"
NEUTRAL,"True Example of ""Aapdaa mein Avasar"".

A Poor Farmer Doing Bowling Practice in Nets, taking out some time from #FarmersProtest. https://t.co/yucn8tUmy6"
PROVOKING,"Retweet if you are in favor of the farmers. 
#FarmersProtest"
PF_AG,"I come from a bloodline of farmers and warriors. Where we are named after princesses and earthly kings. Love is our maiden tongue, yet trauma plagues us still. ♥️ I am a daughter of Punjab.
#FarmersBill2020 #FarmersProtest https://t.co/u6XCKpB0HR"
PF_AG,"@SonuSood Sir i want to join #FarmersProtest can you please help me in reaching Delhi any time after 10th of next month.

You have helped #MigrantWorkers kindly please help me( 8 months jobless girl)
🙏🙏🙏"
PF_AG,"Right wing 'defense analyst', panelist for Republic TV and Times Now, columnist for The Print: Abhijit Iyer Mitra calls #FarmersProtest a Khalistani protest, abuses farmers, calls them 'parasites' and wants them 'crushed with brute force' #FarmersAreNotTerrorists #AntiFarmerBJP https://t.co/GzB2g1wGBM"
PF_AG,"Godi Media go back, go back! #FarmerProtest https://t.co/SIJZNIyI1l"
PF_AG,"Punjabi farmers welcoming #GodiMedia 

#FarmersBill2020 #FarmersDilliChalo #Farmers #FarmersProtest #SupportFarmersProtest https://t.co/88JNONMMSA"
PF_AG,"This Nazi is calling for genocide of farmers (cannot overlook the Sikh turbans here), refers to them as “parasites” and gets away with his #hatespeech. @Twitter continues to platform him and is complicit. #FarmersProtest https://t.co/EzsA9Tgple"
NEUTRAL,"Why HM Amit Shah ji has requested our beloved #Farmers to relocate their protest to #Burari ground?

Ans : kindly watch video clip from debate

#FarmersProtest #kishanprotest https://t.co/6092yBgGN6"
NEUTRAL,"@INCIndia  leader @BhupinderSHooda slammed Haryana CM @mlkhattar for his remarks that the state's farmers have not participated in the stir against the new #FarmLaws.

#FarmersDelhiProtest #FarmersProtest @BJP4Haryana @bkutikait 
READ the full story here:"
PROVOKING,"“vese bhi pani ki kami hai, bshada (water canons) leke aaje hum nhaa lia krenege”😂😂💀
It’s funny if you know punjabi, others just feel it.
#FarmerProtest https://t.co/kkvN5iLgH8"
PF_AG,"""How will we eat without our land?""
On November 26, farmers from Adivasi communities gathered for a rasta roka in Maharashtra's Palghar district, in solidarity with the ongoing protests in Haryana-Delhi, &amp; with their own 21-demand charter. #FarmerProtest 
https://t.co/POKc55jGv4"
NEUTRAL,"In solidarity with the protesting Farmers a siege protest is organised in Chennai, Ayanavaram Joint Office tomoro morning at 10:30 am. 
Spread the word and Do Join. 
#StandWithFarmers #FarmersProtest https://t.co/6w5AVPxUPe"
PF_AG,"See beyond their turban. DO NOT MAKE THIS A POLITICAL OR RELIGIOUS PROPAGANDA.
STAND UP FOR THE PEOPLE WHO GIVE YOU FOOD. 
#FarmersAbovePolitics 
#TakeBackFarmBills 
#FarmersProtest https://t.co/sLOkzyquMH"
PF_AG,"Heartbreaking picture: Those who feed entire India are on road.
#FarmersProtest https://t.co/4cuHmwdVKT"
PF_AG,"#LeftRightCentre | ""They lathi-charged the farmers, they used tear gas shells and now they want to relegate them to one corner of Delhi"": Aadil Singh Boparai, Spokesperson, Congress 

#FarmersProtest https://t.co/NOye8mdy4F"
PF_AG,"farmers from punjab, haryana &amp; UP entering their third and fourth days of protest. 

in unity, there is strength; 

ਕਿਸਾਨ ਮਜਦੂਰ ਏਕਤਾ ਜਿੰਦਾਬਾਦ. 

#IStandWithFarmers 
#FarmersProtest
#FarmersBill2020 https://t.co/ZXvjxUNS1x"
PF_AG,Ladies from Rajasthan for #FarmersProtest Now define the limit of ਖਾਲਿਸਤਾਨ #GodiMedia https://t.co/1OPenj83t8
PF_AG,"""How will we eat without our land?""
On November 26, farmers from Adivasi communities gathered for a rasta roka in Maharashtra's Palghar district, in solidarity with the ongoing protests in Haryana-Delhi, &amp; with their own 21-demand charter. #FarmerProtest 
https://t.co/AP60ZZmADu"
PF_AG,"Here is corona.    And.    Here is what?
          👇                             👇
Don't play double game dear media.

#GodiMedia #FarmersProtest https://t.co/kuUQ1PiYHU"
PF_AG,"Farmers Are the Roots Of Country But they are wandering on streets in these cold days,they are enduring water cannons,  tear gases but they are not doing anything wrong they are just protesting for their rights.
#FarmersProtest
#IStandWithFarmers 
#FarmersProtestChallenge"
NEUTRAL,Children doing their homework during protests at delhi border. They have come with their mothers as no one is left to take care of them back home. #farmersprotest @sushant_says https://t.co/weN1vtbIil
PF_AG,"It was so difficult to watch this and even more difficult to comprehend that our elderly, who have already witnessed 1984 are now having to go through this again while we’re just sat at home #FarmersProtest #iSupportFarmars #Farmers https://t.co/7w0OD1Dhr8"
PROVOKING,"I need y'all to comment under this tweet! 
Plss use hashtags plss! 🙏

#KisanProtest 
#FarmersProtest 
#TakeBackFarmBills"
PF_AG,"Rajasthan CM Ashok Gehlot writes to PM Narendra Modi over recent farm laws and farmers' protest; says 'PM should reconsider the laws in the interest of farmers and protection of democratic values' (ANI) 

#FarmersProtest https://t.co/dn4SNhCAsp"
PF_AG,"Winning Hyderabad Municipal election is more important than listening to Farmers and resolving #FarmerProtest !
🤷‍♀️😐😐"
PF_AG,"Government should sit with the farmers and sort the bill.
#FarmerProtest 
#FarmersProtest 
#standwithfarmerschallenge https://t.co/HKAr3MVQxx"
PF_AG,"Those farmers r on roads in these Cold winter nights fighting for their Rights peacefully still being treated &amp; Portryed like criminals!
This is about humanity! 
Support Them !
Every tweet/rt counts, that’s the least We cn do 🙏
#FarmersProtest #StandWithFarmersChallenege"
PF_AG,"Kheti is one of the most difficult and hard working professions and yet farmers are one of the lowest earning community and Modi is making it even more difficult for them instead of doing something to empower them. Shame on the prime minister 🤡
#TakeBackFarmBills #FarmersProtest"
PF_AG,"Greens with Farmers.

Young Climate strikers from Pune stand in solidarity with Farmers..

#GreensWithFarmers 
 #FarmersBill2020 
#FarmerProtest #Pune 
@punefff
@xrpune https://t.co/U6LMIVYyF9"
PROVOKING,I want y'all RETWEET this 🙌#farmersprotest  #DadiSeMaafiMangKangna
PF_AG,#GodiMedia more than million of people are not marching on road for fun. They get betrayed that why they are protesting peacefully. If u don’t listen u know the outcome. If u have doubt read the history. @narendramodi k kutte @ZeeNews @aajtak @KanganaTeam #FarmerProtest #Punjab https://t.co/01wVRvLUmr
PF_AG,"Karnataka Farmers too have joined the protests. ❤️❤️❤️

#IStandWithFarmers 
#FarmersProtest

@AvirWithRG @Nithyananda24 @DKShivakumar @iona_sheryl @DrPushpaAmarnat @siddaramaiah @INCKarnataka @manusmritihater @StayingReal0511 @karnataka_inc @NizamFoujdar @srinivasiyc @INCIndia https://t.co/DJ8Z2SS9ia"
PROVOKING,"Bigg Boss 13’s #HimanshiKhurana reacts to a tweet made by #KanganaRanaut on the Farmer’s protest in Punjab; slams the actor!

#BiggBoss13 | #FarmersProtest | @realhimanshi 

https://t.co/qOfRb7i7eq"
PG_AF,"Before BJP came to power, agitating farmers weren't Khalistani or anti national, they legit &amp; their demands were just, the BJP's heart blead for them too
BJP came to power, farmers turned anti nationals, the BJP is to blame, for turning farmers into anti nationals
#FarmerProtest https://t.co/bkzuZ8N3fl"
PF_AG,0
PF_AG,"BREAKING:

Big 'expose' by top body of Farmers!!

Police promised Uttarakhand's farmers at Delhi border that they would be taken to Jantar Mantar.
But Police took them to Burari. They are locked there!

This proves that Burari is Jail!

#FarmersProtest

https://t.co/dHqE8Dnd74"
PF_AG,#FarmerProtest A myth which needs to be busted . https://t.co/qUyRanaaPu
PF_AG,"No matter what city you belong to and no matter what religion you are. At the end of the day, we all have food on our plates because of farmers. Please support the farmers,  they are only fight for their rights. 🙏 🌾🌾🌾

#FarmersProtest #DelhiChalo #FarmersDelhiProtest"
PF_AG,"Spirit of Punjab on full display-
BKU leader Sirsa requesting with folded hands to Aaj Tak reporter to leave.
As no one from the protests wants to talk to godi media after they labelled them as Khalistani.
#FarmersProtest #KisanProtest https://t.co/mzmXZzSNtX"
NEUTRAL,Farmers refused to meet cabinet  for meeting on 1 Dec. as bjp in last moment added condition that they will first have to shift burari ground &amp; farmers will now block all 5 major routes of entering delhi #farmersprotest #पीएम_पनौती @PriaINC
PF_AG,"The entire nation must UNITE. No matter what religion you follow, what party you support, what state you are from, it is of NO relevance. THIS is about humanity. 
There is power in your voice. 
USE IT.
STAND UP FOR THE PEOPLE WHO GIVE YOU FOOD.
#TakeBackFarmBills #FarmersProtest https://t.co/nIM5CxEG6G"
PF_AG,"This is not just about Sikhs , this is about the farmers of India and that is all what matters!

#FarmersProtest
#Standwithfarmerschallenge 
#TakeBackFarmBills"
PF_AG,"#DilliChalo Protest: Haryana khaps Extend Support To Protesting #Farmers; To March Towards #Delhi Tomorrow 

#FarmersProtest #FarmLaws 

https://t.co/EyxKo4YiJG"
NEUTRAL,"#FarmersProtest  While speaking to, one protester reveals that they came to Delhi for tour &amp; sightseeing.

Somebody prompts him from the behind to say that they are here for the farmer protests. https://t.co/G4zeN9lkUY"
PF_AG,"#FarmerProtest This man 1st agrees that farmers would get full &amp; fair prices if middlemen are eliminated, but goes on to advocate the rights of Arhartiyas &amp; dalals.

He says that they should not be eliminated as they are Indians too https://t.co/sTpfDtvGru"
PF_AG,"#SpeakUpForFarmers With @INCIndia @RahulGandhi 
Be Ready 👍🇮🇳🙏.

#FarmersProtest #FarmersDilliChalo #FarmersBill2020 https://t.co/9Bqe4P0OY4"
PF_AG,Advasi farmers &amp; agricultural  labourers &amp; Advasi women - the diaspora is yet to learn much about your voice. Various narratives will continue to ERASE you from this battle &amp; your fight for your rights. I see you! Some of us know to speak with you 📣 #FarmersProtest #Kisan https://t.co/1RrZX0NpH5
PF_AG,"The condition put forward for talks is an insult to #Farmers 
We will never go to Burari (Delhi). 
It is not a park but an open jail
: Surjeet Singh Phul, State President of BKU Krantikari (Punjab) on Union Home Minister Amit Shah's offer to hold talks. 
#FarmerProtest https://t.co/jgsZKPeBjj"
PROVOKING,"“The power of people is much stronger than the people in power” — Wael Ghonim
#FarmersProtest"
PF_AG,"Make sure Veer-bhrawo/baheno ki apa’n josh low ni hon dena!! 

Ida hi chukk ke rakhna kam jadd tak sab apne haqq ch ni hunda!!

Lets face every single day of protest with same energy!!! 

Like out bebe-bapu out there filled with sheer energy and will power!!!❤️

#FarmersProtest"
NEUTRAL,"Delhi: Tikri border on Delhi-Bahadurgarh road remains closed for traffic movement amidst ongoing farmers' protest (ANI) 

#FarmersProtest https://t.co/tHzHlDuhi0"
PF_AG,"If you had your breakfast today #ThankFarmers 
🍇🍈🍊🍌🍆🌽🍅🍏🍎🍑

#FarmersProtest
#IamWithFarmers
#FarmersDelhiProtest 
#SaveAmaravatiFarmers 
#348DaysOfAmaravatiProtests https://t.co/n1rUk4A4c4"
PF_AG,"No Farmers. No Food.

#FarmersProtest #TakeBackFarmBills https://t.co/Veinp6PKSj"
PF_AG,"@ArvindKejriwal
It is now exposed fact that you are inclined to RSS and BJPigs.
However have spine to give permission to protesters, Annadata #FarmersProtest at Ram-Leela maidan. This happens to be the same ground from where you crawled in to politics!
Sh"
NEUTRAL,"The PM speaks on Man ki Baat, Home Minister goes to Hyderabad for campaigning but the Govt. has no time to meet the protesting farmers. Is this good governance? The Govt. must immediately talk to the farmers unconditionally &amp; address their concerns without delay.
#farmersprotest https://t.co/gSS2VG9VVp"
PF_AG,"#FarmerProtest is obviously politically motivated &amp; yet BJP appears on the defensive despite every argument in #FarmersBill2020 having been endorsed by top agri experts. Lack of clear, concise, periodic briefings on farm reforms again exposes BJP amateurish outreach."
PF_AG,#FARMERProtest Punjab farmers creating chaos over wheat... and UP is the highest producer https://t.co/iVFWHvWlfo
PF_AG,"""The government is saying that they have introduced the new farm laws to eliminate the middlemen. We are asking them to define ""Middlemen"" 
: #Farmers 
#FarmersProtest 
#FarmersBill2020
https://t.co/5BkMxzj4w1"
NEUTRAL,"Since the Kejriwal Govt. has announced Rations, Water and other facilities for the farmers who have gone to Delhi against #AgricultureBill, Many people are calling that @ArvindKejriwal won the hearts of the farmers of Punjab.
#KejriwalKisanDeNaal 
#farmersfirst 
#FarmersProtest https://t.co/11b53h1c3L"
PF_AG,"#FarmersProtest | ""The government is saying that they have introduced the new farm laws to eliminate the middlemen.

We are asking them to define 'middlemen'"": Farmers address the media #WhereIsAmitShah

https://t.co/Bxrn5qRjQ9"
PF_AG,"Really Shame on you @KanganaTeam 🤬

You deleted that post about daadi when you understood that your post about dadi is fake. But by that post we saw your respect for old dadis who fighting for their rights..😏

#DaadiSeMaafiMangKangana #FarmerProtest https://t.co/91uPDPvlNx"
PF_AG,"Innovative farmers from Punjab turning adversity into opportunity.

Using concrete barricading structures  for cooking Langar along roadside. 

#FarmerProtest 
#FarmersBill2020 https://t.co/M6ROCxhzqC"
PF_AG,"These are farmers, who are protesting against #FarmLaws at Sindhu border #Delhi, these r those farmers who are being labelled as Congressis, who are being called Khalistanis, who r being labelled as misled. Well, now it is your prerogative, to decide, who are they #FarmerProtest https://t.co/i0D1nhPr9A"
PF_AG,"Some pics from farmers protest
#FarmersProtest 
#WhereIsAmitShah https://t.co/Q5pAE3gfU3"
PF_AG,"During Delhi riots ,Home Minister was busy with campaign for #NamasteTrump.
Aaj kisan Corona crisis mei,thand mei pareshan hokar protest karrahe hai tho Amit shah ji Hyderabad Municipal elections mei campaign karrahe hai.
We deserve a responsible Home Minister
#FarmersProtest"
PF_AG,"Dear Salman!!
This is the right time to show your respect towards them.
#FarmerProtest https://t.co/Hfcv59zBAm"
PF_AG,"Whole #IndianMedia Should Support #FarmersProtest And Stop Misguiding People 
#standwithfarmerschallange"
PF_AG,#FarmerProtest or Referendum 2020 on Card?  https://t.co/ZjymmU1cYy
NEUTRAL,"Delhi: Senior Advocate HS Phoolka assembles with lawyers outside the Supreme Court to express solidarity with farmers of the 'Delhi Chalo' protest (ANI) 

#FarmersProtest https://t.co/AaqpRVR2AD"
NEUTRAL,"Watch | ""We have protested on the railway tracks for the last two months but we haven't let any political party use our stage"": Farmers address the media

#FarmersProtest https://t.co/GYX4jWHYLo"
NEUTRAL,"At Singhu Border, in solidarity with #FarmersProtest 

#FarmersDilliChalo https://t.co/McgBqDydc4"
PF_AG,"#FarmersProtest | ""The government is saying that they have introduced the new farm laws to eliminate the middlemen. We are asking them to define 'middlemen'"": Farmers address the media https://t.co/bDfaRauVTm"
PROVOKING,"There is No Limit on Stock pile for middle man in Farm law, So they can purchase on lower rate, will stock pile and sell at higher prices.

Producers &amp; Consumer both will suffer. It should not be only #FarmersProtest but Consumer protest too.

- Agitating Farmer's leader"
PF_AG,"#FarmersProtest | ""Getting farm laws revoked our primary demand"": Farmers on protest https://t.co/mwABD8p6Dd"
NEUTRAL,"#FarmersDelhiProtest | Former Haryana CM @BhupinderSHooda Tells Centre to Find Solution For Farmers

Follow Live Updates

#FarmersProtest #FarmersBill2020 #DelhiChalo #FarmLaws2020

https://t.co/KyS2mNtjDR"
PF_AG,"""We've decided that we'll never go to Burari Park as we got proof that it's an open jail"": Surjeet S Phul, President,  BKU Krantikari

#FarmersProtest https://t.co/Ekjekjc4uV"
PF_AG,"""The condition put forward for talks is an insult to farmers. We will never go to BurarI. It is not a park but an open jail"": Surjeet Singh Phul, State President of BKU Krantikari (Punjab) on Home Minister Amit Shah's offer to hold talks before 3rd Dec (ANI) 

#FarmersProtest https://t.co/jZlTCI3bKL"
PROVOKING,"Use Your Social Media Voice,
To Do Something Right !!

#FarmersProtest 
#TakeBackFarmBills
#KisanProtest"
PF_AG,"We don't want to learn , we are already educated . We have taught a lesson to Indira Gandhi and General Vaidya we will teach a lesson to Modi. Both Indira Gandhi and General Vaidya were assassinated . These are farmers #FarmerProtest https://t.co/7EzZAfbFSU"
PF_AG,"Narendra Damodardas Modi is most third grade politician of India. Dalla Modi is labelling Farmers as Khalistani. 
Feku is playing very dangerous game. Not good for India's future. #FarmersProtest https://t.co/JFDH7LfOAU"
PF_AG,"Like I have been saying it’s a COMMIE’s protest. Listen, how CPI(M) is leading #FarmersProtest https://t.co/1iSWPXvgaV"
NEUTRAL,"Watch | ""We have brought ration for a whole year, we will stay put until our demands are met"": Farmers at Singhu border tell NDTV's Akshay Dongare 

#FarmersProtest https://t.co/5TK6IigTMY"
PF_AG,"We pay condolences to the family members of Janak Raj who belonged to Dhanaula. Janak was a tractor mechanic who was providing free services to the farmers during their agitation. He was sleeping in a Swift car which caught fire.

#KisanKiBaat 
#FarmersProtest https://t.co/5qBnpjbWr3"
PF_AG,"Four Back to Back Press Conference by AAP

1. @raghav_chadha slams Modi Govt
2. @Saurabh_MLAgk slams Modi Govt
3. @SanjayAzadSln slams Modi Govt
4. @AtishiAAP slams Modi Govt

Summary : #WhereIsAmitShah while #FarmersProtest in Delhi borders"
PF_AG,"Is it just a co-incidence that Sonia, Rahul &amp; Priyanka Gandhi, all three took an abrupt exit from Delhi just before the #FarmersProtest march to Delhi was to begin?"
PF_AG,Medha Patkar at the #FarmersProtest. Enough said. https://t.co/QUhlDpUDMX
PF_AG,"#FactCheck: Kangana Ranaut shared a photo of an old woman at #FarmersProtest and said it was Shaheen Bagh's 'Dadi' Bilkis Bano.

It wasn't.

https://t.co/GJo7jKnPQ9"
PF_AG,"What We Want                       What We Get

#Istandwithfarmers #FarmersProtest https://t.co/mLS6gqMTD3"
PF_AG,"M - Murderer 
O - Of 
D - Democracy 
I  -  In India 

 #FarmersProtest #TakeBackFarmBills #kisanprotest #FarmerProtest https://t.co/BAguMsiZHF"
PF_AG,"Heights of Insensitiveness. Farmers of Nation reached the national capital after facing water cannons, lathi charge and tear gas bombs. Rather than resolving the situation, @AmitShah has chosen to go campaign for municipality elections. Highly Condemnable. 
#FarmersProtest https://t.co/hMVDClOZdZ"
PF_AG,Punjabi farmers best reply to @KanganaTeam  #FarmersDelhiProtest #FarmersProtests #FarmersBill2020 #DaadiSeMaafiMangKangana #BanEVM_SaveFarmers #FarmerProtest #FarmersDilliChalo #DelhiChalo #FarmersProtest https://t.co/ZVsm10hmFk
PF_AG,"Support Farmers🙏

#FarmersProtest #StandWithFarmersChallenge https://t.co/oe0sPMq3eP"
PF_AG,"Equality on every front! Sikh Women shoulder to shoulder in the struggle for there birth right land. We are inspired, motivated and humbled at there passion and dedication for the cause.
#Maibhagooji
#IStandWithFarmers #FarmersBill2020 #FarmersProtest 
#Standwithfarmerschallenge https://t.co/dWhwpOsmdU"
PF_AG,"From British ex-cricketers to Canadian MPs, everyone is now concerned about Indian farmers.🤡

The global leftist ecosystem is in overdrive, just like they were during the anti-CAA ""protests"".

Aged farmer has now replaced daadi. Sinister agenda &amp; BTS actors same. #FarmersProtest"
PF_AG,"@INCPunjab MLA @RajaBrar_INC Ji interacted with @News18Punjab at the Delhi border on the issue of the farmers' agitation.

#FarmerProtest
#supportfarmers
#KisanKiBaat
 https://t.co/oNsnSzPTJp"
PF_AG,"This kind of people are trying to Disturb peaceful Farmers Protest 

#FarmersProtest https://t.co/OGwS6aqf3z"
PROVOKING,"#FarmersProtest #Standwithfarmerschallenge #TakeBackFarmBills 

Retweet this every retweet counts ✊🏽"
PG_AF,"‘Amit Shah can do roadshow 1,200 km away but farmers are at doorstep,’ Congress attacks BJP over #FarmersProtest 

https://t.co/ocFmbMoo1O https://t.co/wGugVb8ZFY"
PF_AG,"Didn't take long enuff for Amanatullah factor to come in effect. The Sikh who was seen standing with him, hear him speak...

#FarmersProtest https://t.co/8rRiRFaxZU https://t.co/UEy82NMiFC"
PF_AG,"We're protesting for Farmer's Rights, not for khalistan. Get this thing right! 
#KisanProtest #FarmersProtest #TakeBackFarmBills #supportfarmers"
PF_AG,"Support farmers. “No famers no food”.                            #FarmersProtest
#StandWithFarmerChallange https://t.co/sH6BxFCniy"
PROVOKING,"Every Tweet Counts,
Every Retweet Counts !!
Don't Stop !!

#FarmersProtest 
#TakeBackFarmBills
#StandWithFarmers https://t.co/xTADzFXkY5"
