Text,label
first vehicle come tikri border farmersprotest 26jandelhitractorparade,NEUTRAL
republic day solidarity farmersflexed bicepsflag india indianrepublicday republicday indianfarmer standwithfarmers saveindia artistschalodilli chalodilli farmersprotest repealfarmlaws farmlaw indiangovernment indian tractorrally,PF_AG
farmersprotest complete 2 months. seems like nov 26th yesterday. each moment last 61 day dedicate cover different shade protest. cold nights. coldest treatment farmer haters. all overpower warmth unity ground. republicday,NEUTRAL
on republic day historic tractormarchdelhi doutless overshadow govt's r day function. our farmer begin process reclaiming republic,NEUTRAL
verified tractorparade backhand index point rightsinghu border 6 jan 26th backhand index point rightfarmers ring republicday 6 ardas 150 kill farmersprotest backhand index point rightputting excerpt here. full video link,NEUTRAL
original reporting no one slept through the night as preparations underway for the farmer march into delhi we child guru gobind singh stay chardi kala guru march us. farmersprotest delhichalo,NEUTRAL
there way administration finish farmersprotest remove us',PF_AG
verified backhand index point rightfarmer gazipur say backhand index point right'there administration remove u finish farmersprotest' backhand index point right'we farmer take bullet chest let anyone end protest' backhand index point righti'll keep updating,PF_AG
khalistaniterrorists khalistaniexposed khalistani farmerprotest why make khalistan canada?,PG_AF
update ghazipur border. lights cut amp heavy police force deploy near protest venue all police officer district present spot. farmers anticipate imminent brutal police crackdown. farmersprotest,NEUTRAL
farmers afraid stick bullet agitation continue a protesting farmer. video via farmersprotest boycottbjp,PF_AG
middle night delhi saharanpur highway uttar pradesh police begin attack farmer sit protest 40 days. the police force protestors out. destroyed tents. arrested leader brajpal singh. righttoprotest farmerprotest,NEUTRAL
one many suspend sikh twitter account include grassroots _punjab educational work sangat. in solidarity i join panth punjab webinar sat grassroots anti imperialist resistance. join us. farmersprotest tractorparade farmbills2020,NEUTRAL
lathi charge midnight farmer barot up. farmersprotest _ _,NEUTRAL
minister allege punjab gov fail stop tractor join protest delhi. funny argument. tractors travel 200 km haryana bjp cm amp gov. why stop them? farmersprotest,NEUTRAL
they farmer blackmailer extortionist khalistanis terrorist urban naxals amp enemy country . paid agent pakistan amp china. hence arrest uapa . _ _ _ _ _ farmersprotest,PG_AF
good include farmerprotest daily newsletter. proud reader rn! thank you! istandwithfarmers,PF_AG
beyond the blue series many want the nihung aesthetic but are not prepared for the nihung way [t]hey sovereigns land horse stomp far tip sword reach. delhichalo farmersprotest,PF_AG
the rally fell prey government conspiracy. despite attempt break 99.9 farmer peaceful. some incident take place balbir s rajewal bhartiya kisan union ani farmersprotest,PF_AG
it seem government move farmers! farmersprotest,PF_AG
ksu activist hold protest across state support farmer black farm bills pass modi government. we fight dictatorial govt till end. farmersprotest,PF_AG
trendingtonight why deep sindhu name fir? rohan gupta spokesperson congress violence farmersprotest,PF_AG
farmers protest! farmersprotest redfort,PF_AG
godi media says farmers are disrespecting the tricolour farmersprotest,PF_AG
not even single fir deepsiddhu others till this do malign farmersprotest,PF_AG
will hon ble sc take account statement senior advocate argue farmer organisation amp state violence amp initiate proceeding ...?? farmersprotest,NEUTRAL
bjp mp sunny deol backhand index point right deep like younger brother me.. same deep instigate amp indulge violence red fort amp try best disrupt peaceful farmersprotest,PF_AG
two farmer union quit agitation. end beginning. not yet begin end farmersprotest,NEUTRAL
capt amarinder singh work bjp agent protect bjp narendra modi blame aap raghav chadha spokesperson aap violence farmersprotest,PF_AG
aap mla raghav chadha blame centre violence farmersprotest delhi,PF_AG
telecom retail defence amp agriculture ambani airports mining solar amp agriculture adani water cannon tear gas highway digging amp jail farmers farmersprotest,PF_AG
thank resident delhi fold hand medium skin tone my favourite picture republicday farmersprotest 26jandelhichalo,NEUTRAL
fact check well know modi supporter share video claim yesterday's tractorrally. this false disinformation. the video actually four year ago farmersprotest delhichalo historictractormarch,PF_AG
typical police force egg face. it make distinction provocateur amp farm ldrs. aim punish defame amp weaken farmersprotest time. modi gov may end lose moral advantage law amp order overkill.,PF_AG
protest on ! join u tikri farmersprotest,PF_AG
protest on ! join u tikri farmersprotest,PF_AG
a picture speak loud words! delhiviolence farmersprotest tractorrally,PF_AG
how extremist element hijack farmers' rally deep sidhu role chaos these two individual scanner violence erupt yesterday must thoroughly probed deep sidhu lakha sidhana tractormarchdelhi,PF_AG
yeh dekho....he look like leader anti national khalistanis....he inciting hatred violence wear khalistani flag head...please arrest damage....indian medium logic!! godimediastopmisleading godimedia farmersprotest,PF_AG
justin huge crowd tikri border farmer union leader address protester stage farmersprotest delhi,NEUTRAL
live we connection spread violence amid peaceful protests. elements like deep sindhu malign movement say farm union leader gather stage address protester singhu border farmersprotest delhi,NEUTRAL
delhi what amaze scene ! thank peaceful protestors volunteer make historical day yesterday! farmersprotest tractorrally,PF_AG
yesterday violence national capital clear conspiracy destabilize farmersprotest,PF_AG
i'm still struggle understand entire godi medium present place 1 protester veer course nowhere near 99 farmer peaceful tractor parade 9 different routes? peacefulprotestcontinues farmersprotest,PF_AG
deep sidhu blame red fort violence instigate youth. he campaign manager bjp mp sunny deol punjab. was planted give farmersprotest different colour ?? peacefulprotestcontinues,PF_AG
thank !! a huge thanks people delhi welcome farmers yesterday! it warm welcome indeed folded hand light skin tonefolded hand light skin tone farmersprotest tractorrally,PF_AG
how gain impunity step1 portray 'oppressed govt'. step2 commit crime . step3 sing national anthem form human chain. dont forget to film it. step4 circulate clip. step 5 congrats! you achieve impunity! farmersprotest,PF_AG
clicked right inside red fort complex. farmersprotest tractormarch,NEUTRAL
deep red circle bjp campaigner access prime minister home minister. this man lead rally red fort. in video see lamp hemped farmersprotest modiyoucantfailfarmers peacefulprotestcontinues godimediastopmisleading,PF_AG
the main difference cab_nrc amp farmbills motive behind pass citizenship amendment bill particularly persecute muslims farm bills pass benefit cronycapitalist masters! they hate sikhs hate muslims!,PG_AF
new technology! farmersprotest,PF_AG
hear call farmer leader rakesh tikait. he clearly incite people take arm amp resort violence republic day. farmersprotest,NEUTRAL
man wave flag red fort feature cong youtube... was 'design' ? deepsidhu farmersprotest,PROVOKING
chronology farmbills discussion 15 yr cong o put manifesto ls amp rs pas majority support few affect agitate anti govt force join govt ready4changes abeyance sc set committee but unreasonable mywayorhighway violence amp riot final straw red fort bahuthua actnow,PF_AG
anyone support farmersprotest follow list.. kindly unfollow get lost!!,PG_AF
update 23 fir register farmer delhi police. delhi police maintain bus 17 private vehicle damaged. most fir youth amp nihung singhs. list shortly. farmersprotest,NEUTRAL
farmersprotest india fight rights. part history struggle people colonise usurper force baghipunjab summarise song. click link backhand index point,PF_AG
what medium show godimedia farmersprotest tractorrally,PF_AG
indian pm narendramodi divide indian society amp trample right minority fascist hindutva fundamentalist policies. farmersprotest people struggle rights. sikhs also demand freedom chant khalistanzindabad pakistanzindabad,PF_AG
our volunteer serve water farmer maharashtra march nashik mumbai. thank support! farmersprotest supportfarmers khalsaaidindia,PF_AG
farmersprotest enters day 62 border delhi amp day 125 punjab. 1. skm hold meeting decide take action union amp individual responsible go route yesterday. we might see names come up. 2. over 110 policeman 215 farmer injured.,NEUTRAL
i go talk farmersprotest clip conversation.,PF_AG
if pay attention farmersprotest india miss see democracy action large democracy world crush survives.,PF_AG
respectfully would never call protest capitol peaceful. do think delhipolice think farmersprotest protest peaceful push ridge redfortattack?,PF_AG
original reporting the farmers protest is alive and well punjabis haryanvis fear anyone. farmersprotest tractorrally delhichalo,PF_AG
breaking delhi jal board water tankers way reach ghazipur border within next 15 min aap farmers. rakeshtiket rakeshtikait farmerprotest,NEUTRAL
the turn point ghazipurborder rakeshtikait farmersprotest,NEUTRAL
watch here ghazipurborder protest site look like right now. this place look completely different short ago. farmersprotest rakeshtikait,NEUTRAL
farmersprotest about 10 000 farmer come morning panchayat sisauli today. farmers haryana reach half hour nishant malik muzaffarnagar . ghazipurborder rakeshtikait,NEUTRAL
farmers also mobilise haryana join farmersprotest delhi. after rakeshtikait make appeal farmer come western up haryana head towards ghazipurborder situation change hour ago.,NEUTRAL
photograph . farmersprotest ghazipurborder,NEUTRAL
breaking farmers muzaffarnagar arrive large number ghazipur site continue farmersprotest report .,NEUTRAL
rakesh tikait talk up authorities!! you take away toliets water supply i talk delhi cm arrange water toilet side border farmersprotest _ _,PF_AG
it loooong night ghazipurborder after call make rakeshtikait farmer western uttar pradesh head delhi join farmersprotest bhartiya kisaan union says.,NEUTRAL
noida police register fir others tweet allege protest farmer rid tractor shot dead police january 26. farmerprotest farmersprostest,NEUTRAL
just i speak rakesh tikait ji phone. arvind kejriwal ji aap fully farmer say aap mp sanjay singh tweet hindi term government's action dictatorship . farmersprotest,PF_AG
deeply concerned indian state violence perpetrate farmer protest livelihoods. narendra modi shut internet silence world. we watching. kisaanmajdoorektazindabad farmersstandingfirm farmerprotest,PF_AG
farmersprotest our people get beaten up. i know happen people i arrest farmer leader rakesh tikait,PF_AG
ground report ghazipurborder protest site. it 10pm 12 degree celsius. farmers side blankets. uttar pradesh police side standby. status quo. farmersprotest,NEUTRAL
verified farmersprotest farmers announce stage 'we go jail go back home',NEUTRAL
shot earlier today ghazipur protest site. before cop ask leave farmer leaders. agar jail ka aadesh hai toh hum sab tayyar hai. jail jaayenge magar ghar nahi jaayenge. farmersprotest ghazipurborder,NEUTRAL
a disclosure 2 month back vit help another veteran yo course ustad stop youngster frm join farmersprotest area ..,PF_AG
farmersprotest watch raf personnel flag march ghazipur border...,NEUTRAL
farmers hastyretreat farmersprotest,PF_AG
verified backhand index point rightbku's up farmers start share rakesh tikait's emotional speech whatsapp amp fb group farmer backhand index point rightgist msg backhand index point right'our leader cry amp say die suicide. let's go gazipur support him' backhand index point rightwill intensify farmersprotest ?,PF_AG
petrol price! petrol farmersprotest,PF_AG
farmersprotest what happen something merit full fledge judicial inquiry say congress spokesperson delhi violence case. counter her. newstrack,PG_AF
hope opposition leaders support farmersprotest reach ghazipur border. the protest remain non political today need support.,NEUTRAL
farmersprotest hit bharat kisan union's rakesh tikait congress leader rahul gandhi. listen in. newstrack,NEUTRAL
_ _ _ _ _ none u will surrender' farmersprotest not end rakeshtikait,PF_AG
stop everything watch. solidarity discipline grit face regime connive crush people. farmersprotest republicday republicdayviolence,NEUTRAL
farmersprotest what happen january 26 conspiracy rakesh tikait farm leader,NEUTRAL
only neech conspire whole script violence happen republicday national capital derail farmersprotest,PF_AG
what fail ! roll floor laugh farmersprotest,PF_AG
gov realise singhuborder protest leningrad farmersprotest cannot tackle unless up protest dispersed. farmers need retain unity farmer punjab up amp haryana. bjp govs want isolate singhu amp show punjab bad sikh protest.,NEUTRAL
like father. like son farmersprotest,PF_AG
verified backhand index point rightrakesh tikait's fiery speech backhand index point right'bjp mlas along 100 worker here' backhand index point right'they beat farmers' backhand index point right'there could gunshots fire well' backhand index point right'none u will surrender' backhand index point right' farmersprotest not end',PF_AG
in fast develop story reality change every hour story change amp correct within minute retraction given. the tragedy go journalist lose sight real issue dead 24 year old farmer farmersprotest. don shoot messenger!,PF_AG
delhi police invokes uapa sedition case register violence red fort. farmersprotest,NEUTRAL
the guy burnt nishansahib family member already apologize sangat. let's fall communal trap. we one fight together one cause. farmersprotest _ _ _,PF_AG
verified backhand index point rightrakesh tikait offensive backhand index point right'bjp mla men beat farmers' backhand index point right'shoot dead want farmersprotest end' backhand index point right'it's conspiracy bjp',PF_AG
breaking up police climb stage ghazipur site. the farmer leader rakesh tikait stage refuse arrest. i hang stage i leave stage tikait said. photograph minute earlier . farmersprotest,NEUTRAL
farmersprotest continue. rakesh tikait ghazipurborder.,NEUTRAL
verified rakesh tikait announces ' farmersprotest end',NEUTRAL
farmersprotest we leave protest site rakesh tikait farmer leader,NEUTRAL
farmersprotest high voltage updates. 1. huge crowd address ghazipur border farmer leaders. takait address moment ago. 2. tikri border cut delhi. all rout fro delhi seal police. similar scene observe singhu.,NEUTRAL
happening now ghazipur border farmersprotest site. farmer leader court arrest. protest site cleared. even get arrest movement continue announcement stage request everyone stay calm misbehave administration police,NEUTRAL
just removing u violation supreme court order yudhveer singh bku ghazipur border farmersprotest,NEUTRAL
verified backhand index point rightjust spoke rakesh tikait. here's tell backhand index point right'we sit amp continue sit' backhand index point right'no question surrendering. if cop want arrest me' backhand index point right'let everyone see police farmersprotest' backhand index point right'we ready deal scenario',PF_AG
the number people come singhu border today claiming locals less number farmer die farmersprotest.,NEUTRAL
break ghazipur protest site likely clear today uttar pradesh police. farmersprotest farmlaws,NEUTRAL
a nihang baba say citizen uk. if sit dharna? outside force take farmersprotest,PF_AG
vacate highways! locals angry republic day violence protest terrorist farmer singhu border. farmersprotest,NEUTRAL
delhi locals gather singhu border sloganeer farmersprotest ask farmer evacuate. disrespecting tricolour unacceptable say.,NEUTRAL
140 farmers die farmersprotest neither amit shah modi visit them.,PF_AG
keep difference aside relish spellbound sing kanwar grewal one farmersprotest sites. this kisan mesmerises jawan r enjoy sing see video. nusrat fateh ali khan wud hv bless incredible singer! mererashkeqamar,PF_AG
thank delhi dehat love red heartfolded hand tractormarchdelhi,PF_AG
khalsa aid india volunteer unload truck full drinking water arrive earlier today tikri border farmer community! our volunteer strength! thank support! volunteerpower volunteersewa sewa farmersprotest,NEUTRAL
farmersprotest enters day 63 border delhi. 1. the strength morcha shahjahanpur increase 12 13k another small morcha durrehera wrap move shahjahanpur. locals amp police start threaten farmer durrehera.,NEUTRAL
deepsidhu name fir redfort violence 2 delhi metro station shut farmersprotest live,NEUTRAL
uttar pradesh police break farmersprotest western up baghpat district evict farmer overnight delhi saharanpur highway. action take request nhai facilitate ongoing road work force use say state. ndtv alok pandey reports.,NEUTRAL
we need support farmersprotest ! so many ordinary people stay freeze cold long. they deserve successful outcome ! it matter lead argue always case community! let keep support protest !,PF_AG
allow farm law implement one year insensitive people power. is ask fish live without water time. farmlawsonlyflaws farmersprotest,PF_AG
thank invite speak indian farmersprotest i stand solidarity fight justice. istandwithfarmers,PF_AG
i support request boris johnson raise concern indian pm modi brutal treatment farmer punjab peacefully protest impact new land policy favour large corporate agricultural interests. farmersprotest,PF_AG
the foundation govt lie fakery one addition. what govt say completely opposite. farmersprotest,PF_AG
millions farmer protest 3 new agricultural law large protest history! this human right issue. the peaceful protestors treat violence. is fair? please share support them! farmersprotest farmersprotests,PF_AG
hope local conservative mps support add signature letter! hopefully already aware situation farmersprotest _stevenson_ _saqib,PF_AG
join us tonight at 9 30pm gmt 4 30pm est episode 16 the 2020 farmers protest india take depth look ongoing farmersprotest movement india _91521 amp tune take part live chat!,NEUTRAL
farmersprotest what start farmer protest farm bill slowly hijack started msp apmc withdrawal bill anti bill become anti modi anti govt anti corporates anti asset anti nation. nation lose every citizen loses! sad,PG_AF
i think goi start award ... best godi anchor arnabgoswami like srk win roll floor laughingrolling floor laughingrolling floor laugh godimedia farmersprotest godimediarealterrorists,PF_AG
green colour 'jalebis' singhuborder signify green revolution red heart now godi media bhakts trolls say pakistan support protest ?? pout facepouting face farmersprotest farmlaws farmlawsonlyflaws,PF_AG
green colour 'jalebis' singhuborder it symbolize green revolution godi media may say pakistan support protest. farmersprotest,NEUTRAL
ndtvexclusive 'no record government talk farmers' ndtv's rti government talk farmer draw blank. bjplies modikisanvirodhihai indiawithfarmers farmersprotest,PF_AG
i wish every farmers india facility suicide due lack money. but unfortunately farm middleman punjab loot poor farmer msp enjoy luxurious facilities. farmersprotest fake.,PG_AF
mumbai raise voice injustice do farmers!! join u peacefull protest tom 4 bunglows andheri west register support. note all protester request wear mask times. mumbaiwithfarmers farmersprotest,NEUTRAL
to clarify boris johnson understand farmersprotest ensure raise indian pm cross party letter send early jan. rather contact please email local mp like add signature lend support cause.,NEUTRAL
a picture worth thousand word you need genius figure side! inclusiveness good keep root intact! is punjab compromised ? like farmersprotest ? farmerswithmodi,PF_AG
ndtvexclusive no record of government talks with farmers farmlaws farmersprotest,NEUTRAL
amarjeet singh winner 3 army medal leave village gurdaspur district he vow return farm law repeal government farmersprotest _ _ _,NEUTRAL
stand struggle farmer popular front farmersprotest popularfront,PF_AG
if concern farmer protestors... then vacation italy??? he must talk priority nation... nation want know???? farmersprotest modiwithfarmers,PG_AF
this call study struggle... student farmer unity long live!!! a moment aisf patna university president _bharti capture today's raj bhawan march patna. aisf farmers farmersprotest,PF_AG
with farmers pacca pind attari farmerprotest,PF_AG
ndtvexclusive 'no record government talk farmer' ndtv's rti government talk farmer draw blank farmersprotest,PF_AG
in solidarity farmersprotest scrap anti farmer agriculture bill bring alternative agriculture bill wb assembly reduce price essential commodity comrades biman basu _surjya address public meeting kolkata today.,NEUTRAL
fyi. ji. when government can't good. don't bad poor farmers. request kindly please clear issue asap. when soldier wear uniform stand border great. with uniform terrorist. farmersprotest,PF_AG
in solidarity farmersprotest delhi scrap anti farmer agriculture bill bring alternative agriculture bill wb assembly reduce price essential commodity today 16 left associated parties amp congress unitedly organise protest meeting kolkata.,NEUTRAL
for want share melodious recitation instagram whatsapp amp facebook i upload report platform. links backhand index point backhand index point right backhand index point right backhand index point right farmersprotest,PF_AG
from national highways sea beach..... farmersprotest hitting everywhere!!,NEUTRAL
indian media unique! for media... jailed catholic father stan swamy maoist naxal link social worker arrested maoist vara vara rao poet convicted terrorist activist and destroy telecom infrastructure protest farmers farmersprotest,PF_AG
government delhi announce provide free wifi farmer demonstrate singhu border. sewadarkejriwal indvsaus farmersprotest kissanektajindabad indianfarmers,NEUTRAL
the young generation get practical lesson fight injustice oppression early life...they're bound grow smarter strong fold handsfolded hand modirepealfarmacts farmersprotest,PF_AG
sewadarkejriwal service farmersprotest venue.,PF_AG
verified backhand index point right farmersprotest hater must watch report love backhand index point rightsecularism shine raj haryana border backhand index point right'gurudware mein naam ram da bolanga. in jesus' home i open roza. water ganga amp harmandir alike' red heart backhand index point rightfull video link link,NEUTRAL
just in kisan mazdoor sangharsh committee kmsc decide boycott talk modi govt. committee also criticize govt defend farm laws. farmersprotest,NEUTRAL
sharing picture farmer protest singhu border tikri border also share picture meet leader farmers joginder singh ugrahan rakesh tikait modirepealfarmacts farmersprotest,NEUTRAL
thousands farmers march to governor's house in patna demand farm laws scrapped. the march start patna's famous gandhi maidan police block protest dak bungalow chowk use barricade baton result clash. biharwithfarmers farmersprotest,NEUTRAL
mukesh ambani's ability look future mind boggling! all reliance jio's tower asset sell canada base company. he loose naya paisa farmersprotest tower tussle. rather brookfield reimburse jio downtime.,PF_AG
protesting farmer destroy 1 500 telecom tower punjab farmersprotest punjab amarindersingh farmersbill2020 farmbills2020 congressmuktbharat,NEUTRAL
brutal attack bihar farmersprotest shameful! peaceful march protest legitimate demand right farmers. is emergency india? remember history forgive you.,PF_AG
it foggy day nayagao bahadurgarh. post lunch sweet dish tea need head delhi. gajjar ka halwa prepare local haryanvi pahalwans here. farmersprotest,NEUTRAL
41 farmers died.crying face delhi central govt pls provide couple temporary mohalla clinic standard test site farmerprotest. there elderly chronic disease too. if short staff i sure qualify among protestors also help.,PF_AG
justin free wifi hotspot set singhuborder. the decision set free wifi hotspot singhuborder take 'sevadar' say _chadha farmersprotest day34,NEUTRAL
update farmers number thousand march raj bhavan patna bihar protest three farm laws. the farmer demand repeal three laws. farmersprotest,NEUTRAL
the lack trust two side seem widening. it even capture attention international government question india's government handle situation. farmersprotest,PF_AG
we provide cook food tea medicine amp supply farmer travel new delhi via sirsa highway hisar. at bgif empathise farmer plea justice. we stand amp hope speedy resolution present deadlock. farmersprotest,PF_AG
from uproot mobile tower cry boycottjio farmer protest india heat spread far wide farmersprotest,PF_AG
hope world know abt rich life style punjabi fold hand our farmer pride farmersprotest,PF_AG
to make laundry easy protest farmer community set laundry sewa tikri border. thank support! khalsaaidindia farmersprotest supportfarmers,PF_AG
instead defame farmersprotest amp show khalsaaid must organize show 8 400 crore bank loan scam zee founder subhash chandra. what happen ed notice subhash chandra? inside story get mp seat subhash chandra? financial terrorism yes bank?,PG_AF
justin the 's _chadha also co charge punjab expect announce provision free wifi singhu tikri border today farmersprotest day34,NEUTRAL
spread love. modirepealfarmacts farmerprotest,PF_AG
if india msp implement strictly government take 17 lakh crore rupee 15 lakh cr return sell product. difference 3 4 lac cr . is government try stop difference money msp? farmersprotest farmerbill2020,PF_AG
agitating farmers melt snow warm revolutionary mind!! farmersprotest,PG_AF
rahul gandhi is never afraid to speak the truth. rahulgandhiwithfarmers farmersprotest,PF_AG
to get book sikh history book sewa open discussion meeting visit place landmark balloon fly singhu border farmersprotest,NEUTRAL
shame godi medium !! farmersprotest modirepealfarmacts,PF_AG
all sudden many neutral journalists start tweet loss due vandalisation jio tower punjab farmersprotest,PF_AG
this one picture carry history ancestor country resonate many us. farmersprotest kisanmazdoorektazindabad,PF_AG
those fierce eye tell strength resilience determination! pic jk photography farmersprotest modirepealfarmacts,PF_AG
overloaded cuteness kranti .. farmersprotest,PROVOKING
8. the border ghazipur singhu pyau manini tikri palwal shahjahanpur remain closed traffic 34th day. 9. goi lift ban export onions. onion farmer mh welcome news. farmersprotest,NEUTRAL
farmersprotest enters day 33. here update hour. 1. 17 fir register mobile tower vandalism activity pb. no arrest make yet. police direct recover property. 1602 tower without electricity. 2. unions centre meet tomorrow 2pm,NEUTRAL
... all way tarntaran bike 2 temperature modirepealfarmacts farmersprotest,PF_AG
they bear everything bad word use propaganda spread medium people even leave chance mock guru ka langar many lose lives. they real warrior inspiration u farmersprotest modirepealfarmacts,PF_AG
govt letter indicate clever word amp willing discus agenda propose u aikscc farmersprotest,NEUTRAL
farmers protest sikh scholar dr. sukhpreet singh udhoke ... via must watch relationship sikh history current farmersprotest similar ok hand,NEUTRAL
their wound struggle fuel fire within us. but want see change victory keep go ! raising awareness social medium least modirepealfarmacts farmersprotest,PF_AG
plz sign petition share .this show strength many farmers. farmersprotest narendra damodardas modi abolish 3 farm bills support protesting farmers sign petition! via _india,PF_AG
stop pay back corporates listen farmers. modirepealfarmacts farmersprotest,PF_AG
today's hashtag modirepealfarmacts farmersprotest,PROVOKING
winner 4 army medal leave village punjab gurdaspur district december 14 say return home government repeal three new farm law farmersprotest,NEUTRAL
support grow worldwide fold hand medium dark skin toneglobe show americas farmersprotest,PF_AG
the write wall farmersprotest,PF_AG
despite violence face people stand united. people remain resilient fascism crony capitalism. raise fist medium skin toneraised fist medium skin toneraised fist medium skin tonethis legacy. farmersprotest kisaanmajdoorektazindabaad,PF_AG
trigger warn violence this afraid of. we've warn world month farmer would face deathly violence dissent. farmersprotest,NEUTRAL
twitter deplatforming citizen journalist amp activist report protest grounds. take 4 year suspend murderous white supremacist president...they take minute block sikh share reliable info come india. farmersprotest,PF_AG
international medium especially recent problematic coverage farmersprotest provide india global cover need brutalize citizens. misinform article enable hindutva mob riot country w terrible history state sponsor violence,PF_AG
our statement on indiscriminate violence in delhi against peaceful protesters _hindu farmersprotest,NEUTRAL
we witness continuation large peaceful protest human history. farmers stand privatization wealthy elite right they're attack police right wing extremists. let's say loud standwithfarmers farmersprotest,PF_AG
like word lion synonymous royalty bravado king singh implies status great majestic courage even divinity interpret mean lion king. see difference? farmersprotest farmersstandingfirm,NEUTRAL
a man neck stood on indian officer. for what? exercising human rights. because amp million peaceful protestors simply want livelihood back. this issue everyone. use voice innocent people hurt farmersprotest,PF_AG
breaking call canadian government speak counterpart india order express concern regard recent attack sikh protestors gurdwaras delhi. the wso also request sikh canadians contact local mps. farmersprotest,NEUTRAL
we request sikh canadians contact local mp express concern range attack sikhs threaten gurdwaras delhi. find mp farmersprotest,NEUTRAL
that's modi govt handle farmersprotest !,PF_AG
earlier protest now revolution making! farmersprotest bjpgoonsattackingfarmers,PF_AG
to deny people human right challenge humanity. nelson mandela farmersprotest,PF_AG
real terrorists? farmersprotest,PF_AG
the indian govt. suspend internet service entire state haryana 1 30. shutting internet often use govt sponsor attempt silence dissent. we continue urge stand civil human right india. farmersprotest,PF_AG
shame bjp. bjp manage unload 2 truck full stones protest site. all happen infront police amp anti riot squad. farmersprotest bjpgoonsattackingfarmers farmersprostest,PF_AG
people support farmersprotest two reasons. one hate modi amp oppose anything government does. two identify religion caste protestors. that's it. there reason.,PG_AF
talking racism australia. showing solidarity blm sympathy charlie hedbo riot paris but total silence farmersprotest our celebrity .,PF_AG
kisan mazdoor sangharsh samiti say 150bjp rss goon attack stage help police around 15 farmer get seriously injure farmersprotest bjpgoonsattackingfarmers,PF_AG
real terrorists? farmersprotest,PF_AG
dear ! a gentle reminder .... farmers indian citizen ! farmersprotest,PF_AG
we indian punjab farmers. farmersprotest beyond border rights.,PF_AG
kisan ekta morcha appeal entire country observe fast jan 30 farmersprotest live,NEUTRAL
this new india ! memories 1984sikhgenocide police join murderous mob attack innocent sikhs! farmersprotest,PROVOKING
central farm law reduce farmer beggar rjd leader tejashwi yadav. farmersprotest,PF_AG
please keep use hashtag farmersprotest tweets along hashtags. thank fold hand light skin tone,PF_AG
6 human rights organisations joint press conference amritsar farmersprotest worsen humanrights lfhri phro,NEUTRAL
do know farmersprotest sustain despite venom godi media? because farmers give damn 'barking dog godi media' farmer say video. they happy local medium amp independents. full video link,PF_AG
nothing change sikhs india since 1984 !!!!!! farmersprotest,PROVOKING
this uttar pradesh. people gather thousand voluntarily support farmers. these people mostly hindus. _ _ _ farmersprotest,PF_AG
the aerial view kisaan mahapanchayat meeting today gic ground muzzafarnagar. the message godi amp govt clear _ _ _ farmersprotest,NEUTRAL
missing kisan rally. farmersprotest,NEUTRAL
take look farmersprotest california.,PROVOKING
remember ji this smile haunt you! standwithfarmerschallenge farmersprotest boycottbjp,PF_AG
singhu border jageer pamper community nobody else go there. farmersprotest singhu,NEUTRAL
big crowd at farmer mahapanchayat after viral clip of leader in tears farmersprotest,PF_AG
he bjp councillor husband aman kumar h 0 anju kumar ward 31 n pooth khurd bawana assembly delhi responsible violence farmer singhu border today. singhu rakeshtikait farmersprotest,NEUTRAL
bjp take responsibility action rahul gandhi congress leader farmersprotest delhi,PROVOKING
pm think protest stop here. he can't suppress voice nation rahul gandhi congress leader farmersprotest delhi,PF_AG
watch i want tell farmer you. don't step back even inch congress leader rahulgandhi farmersprotest farmlaws,PF_AG
for declare farmersprotest last night backhand index point right live scenes kisan mahapanchayat muzaffarnagar,NEUTRAL
watch massive turnout muzaffarnagar maha panchayat western uttar pradesh. this call support farmer agitation. courtesy farmersprotest ghazipurborder rakeshtikait,NEUTRAL
watch massive crowd gather farmer mahapanchayat west up muzaffarnagar town call support bharatiya kisan union rakesh tikait farmersprotest,NEUTRAL
honouring rakesh tikait ji stand strongly farmer right dsgmc langar still border amp assure maximum amp continue support farmers protest rakeshtikait manjindersinghsirsa kisanektazindabaad istandwithfarmers farmersprotest tractor2twitter,PF_AG
lathicharge mob lynching? singhuborder farmersprotest,NEUTRAL
the storm redfort amp violence singhuborder well orchestrate amp coordinate conspiracy bjp govt. it increasingly become evident want disunite amp discredit farmersprotest .,PF_AG
shot right ghazipurborder protest site. farmersprotest,NEUTRAL
haven't take bath 5 day struggle hygienic bathroom facilities. but leave say female protester. ndtv's parimal kumar speak woman young girl protest tikri border farmersprotest,NEUTRAL
fumble harmers farmersprotest,PF_AG
tension singhuborder delhi haryana border tents uprooted stone pelt amid heavy police deployment ndtv's arvind gunasekar report protest site farmersprotest,NEUTRAL
no one talk this. this call farmer use sword attack jawans farmersprotest singhuborder,NEUTRAL
farmersprotest stones thrown tent vandalised people farmers' protest site singhuborder live coverage ndtv 24x7,NEUTRAL
can guess what's go happen next ? panauti dakait. face tear joyrolling floor laugh farmersprotest _ _,PF_AG
live visuals reports stone pelt tear gas shell singhuborder. group people dismantle farmer tent protest site. stay ndtv 24x7 live update farmersprotest,NEUTRAL
farmers street protest month pm? rjd leader tejashwi yadav lash modi government farmersprotest,PF_AG
attack farmer attack country. dear prime minister weaken country tweet congress leader priyanka gandhi vadra farmersprotest farmer,PF_AG
at ghazipurborder i meet rakeshtikait whose tear may rejuvenator farmersprotest. refuses accept mistake farmer call deepsidhu bjp guy say want resume dialogue government. that story come soon,NEUTRAL
